[Recon] Precision v1@5,[Recon] Precision v1@10,[Recon] Precision v1@15,[Recon] Precision v1@20,[Recon] Precision v1@25,[Recon] Precision v1@30,[Recon] Precision v1@35,[Recon] Precision v1@40,[Recon] Precision v1@45,[Recon] Precision v1@50,[Recon] Precision v2@5,[Recon] Precision v2@10,[Recon] Precision v2@15,[Recon] Precision v2@20,[Recon] Precision v2@25,[Recon] Precision v2@30,[Recon] Precision v2@35,[Recon] Precision v2@40,[Recon] Precision v2@45,[Recon] Precision v2@50,[Recon] ndcg@5,[Recon] ndcg@10,[Recon] ndcg@15,[Recon] ndcg@20,[Recon] ndcg@25,[Recon] ndcg@30,[Recon] ndcg@35,[Recon] ndcg@40,[Recon] ndcg@45,[Recon] ndcg@50,[Recon] ndcg@all
0.718093814414873,0.6136445855519858,0.5421878274870001,0.488733156823045,0.4470995275781405,0.4132166976772775,0.38531125561300533,0.36176438544990686,0.34152452086007123,0.32392512038734816,0.24256598192832968,0.24054934417832124,0.24391137232776353,0.25020977175071607,0.25579631936427033,0.2597368178494826,0.261757447058896,0.2615904745464686,0.25960908045354275,0.25696972748601293,0.44488995933902037,0.4291273425245039,0.4177396524178182,0.41093483377446816,0.40778375944048934,0.4070514094809041,0.40841152951146975,0.4109848885445915,0.41408925858709367,0.41765799882489923,0.6187394761998148
0.7860241012195712,0.6727660743586988,0.5956445119364536,0.5361427950982177,0.48931610456021846,0.4519972998693765,0.4204971019351749,0.3942204609179866,0.3718222206307771,0.35170366195721386,0.3304833672850965,0.3194191100880529,0.3184351860297116,0.31903077187513523,0.31809723582407284,0.3165655644953559,0.312519680150815,0.30681422678513287,0.3002653567700706,0.2928726250199976,0.5731128490627735,0.5451580638934741,0.5258338646818972,0.5123182760868958,0.5038450118186346,0.499666150281023,0.4981481574488589,0.49851057959300515,0.5002398608883974,0.5023865964449622,0.6822065399148584
0.8032974799816046,0.6941128886094807,0.61830754703786,0.5585990491196539,0.5113310213240823,0.47178239297128177,0.4388845292610884,0.41092728804187806,0.38691194429865394,0.3659262662807964,0.3459050554570561,0.3326498901218227,0.32960606047085356,0.3312388902174216,0.3315808854086674,0.33057947782559155,0.3271727833557047,0.3215976476464132,0.3150243936635541,0.3079209600586489,0.5963481227625258,0.5669397892824755,0.5462599819888346,0.5317667473921882,0.522956312626036,0.5181342076619193,0.5160804245229843,0.5159590607460928,0.5171423982732678,0.5191732791738133,0.6941426410732499
0.8130163570894842,0.7054410584001656,0.6284481104392808,0.5677348794912512,0.5196405454264655,0.47977842475173804,0.4466115598937115,0.4182426210319729,0.39393288538295923,0.37273564632090767,0.3637492897024253,0.34696429177939175,0.34433784634644315,0.34488454389284895,0.3444265526512609,0.3429164460214198,0.33937178385442385,0.33328851729169773,0.3260212379560618,0.31855636034898216,0.617072494017688,0.5868050354483205,0.5652083040001881,0.5500273703502911,0.5406955839639687,0.5353039115308279,0.5329322131693671,0.5324408786945212,0.5332211577646088,0.534941212599536,0.7040054563195693
0.8198379274079394,0.7151083004454122,0.6373972428029663,0.5774071386369288,0.529015185705766,0.4889725826283125,0.45537928341793316,0.42629751932395304,0.4013970275241208,0.37943644911409863,0.37271802132490783,0.3551075794764517,0.3509672210518136,0.3510427490107574,0.35039241704288326,0.3485520837023829,0.3448889543287931,0.3387586126382913,0.33139766462903836,0.3235714192696159,0.6282178137881005,0.5970571571496186,0.5745182516960597,0.5591499786471336,0.5493108256753668,0.5436060736901583,0.5410706947674645,0.5403456816164434,0.5409673795540033,0.5424606651837157,0.7088250024388456
0.824391856558762,0.714906064860792,0.6365538665226528,0.5745980449777462,0.5262951638530331,0.48665354563734414,0.45330896127244485,0.42451467386826797,0.39949513497327976,0.377699645579169,0.3765433220619179,0.3621371254042791,0.36083239634968534,0.36141674436000454,0.36068185938204833,0.3589204628527062,0.35400419124432564,0.34666129487619546,0.338150709021112,0.32923163191484295,0.6371190070900777,0.6062269465238009,0.5845447949513716,0.5688472177301135,0.5589994417307914,0.5533974358937006,0.5504691649529692,0.5494707399104015,0.5497074562690755,0.5508803603673761,0.713817408388535
0.8319678744637823,0.7241286685667843,0.6457774292376284,0.5852850784328021,0.5360650998795095,0.49651704802980934,0.4628159699259444,0.4343013202261802,0.40887774442436364,0.3866280725100775,0.3810384461781244,0.36555149807577086,0.36344761938728687,0.3645650529512645,0.3641388299337968,0.36238312305763953,0.357889323195574,0.35129984843956624,0.34307389415274797,0.33447489065475594,0.6423200241669935,0.6114475521901799,0.5890779333147452,0.5735514591257256,0.5633289181529553,0.5575782022152013,0.5545478728367417,0.5538483693964921,0.554110414241144,0.5553398165665887,0.716239797781749
0.8312019528292133,0.7256440147885768,0.64733652362725,0.5870697170034334,0.537707095968949,0.4978222675147032,0.4641943401600941,0.4350842732981027,0.40985371216028776,0.38791737309216223,0.37669392517429623,0.3618222949016525,0.3614897874156702,0.3644571204296283,0.3648135289678065,0.36375671240425766,0.36002132024699357,0.35339160902159555,0.3454076729317335,0.33698665085224605,0.6370947155299983,0.6075367279696998,0.5859782452119607,0.5710387289421489,0.5609437073877469,0.555155269557966,0.5524240961481085,0.5514392824058073,0.5519229413720294,0.5532753216727876,0.7145531058516642
0.829558235642832,0.7228822546038077,0.6449966876929475,0.5847368139818491,0.5359205193753497,0.496167075100536,0.46326921123645803,0.43474416191114207,0.40988925114761326,0.38792124523968785,0.37773953565426827,0.36379948848291027,0.3623881429792887,0.36469306377453564,0.3651818606919143,0.3636802161006632,0.3598174443035651,0.35311693850770054,0.3451705330312765,0.3365765823605959,0.6381413766316005,0.6083165670836443,0.5864585440048047,0.5714087055903089,0.5612867162170181,0.5555584672293441,0.5528288497982254,0.5519681819642472,0.5523911187755467,0.5537156054875116,0.7149533928979489
0.8355364340923329,0.7305357264364443,0.6527759006019304,0.5930213802550213,0.5453140979789826,0.5058436381939971,0.471628361488989,0.4425543318414442,0.41714143332433784,0.39488710973431035,0.37446931143020395,0.35885757790067313,0.35824872786740225,0.3615730838295515,0.3637025137776557,0.36400030735437716,0.35997173513274594,0.35423964328692004,0.346807876521667,0.33888840136757814,0.6351285363946643,0.605123166475772,0.5836948845759932,0.5686044422669173,0.5589449607771974,0.5535174092717097,0.5504967304084469,0.549631725797965,0.550099421080952,0.551434450941529,0.7133446437356394
0.8347489970276155,0.7327660757169872,0.6556975872299142,0.5951305318514779,0.5474030235958591,0.5068242272390966,0.47297415398894815,0.4439465091171035,0.4182923870119499,0.3963060707828469,0.3731397078749235,0.3593488299959498,0.35911935293428254,0.3621464497353657,0.36397589335343106,0.3638583095471748,0.3608704314482192,0.3549196854002915,0.3474922020135771,0.3397683498165899,0.6348628700292459,0.6057836927871081,0.5844299178217857,0.5690330180264176,0.5593057298927012,0.5534870330622602,0.550731090844806,0.5497414267617126,0.5501239057662359,0.5516372332269271,0.7133274488728141
0.8330981083047575,0.723524823656591,0.6456182192812278,0.5853144838354468,0.5376852964164879,0.4979303200150521,0.4643701455987054,0.43573365672114794,0.410575487373618,0.3886026860617114,0.3727782627699092,0.35924842692078085,0.36013197550059595,0.36391530987420306,0.3658026285508003,0.36471961146275067,0.36093333537935596,0.3542536274239857,0.346071757286428,0.3375028588788234,0.6351475460188729,0.6052868876112513,0.583615193371108,0.568305307739573,0.5587273975657925,0.5528688738555383,0.54988764582936,0.5490590127220252,0.5493569747511163,0.5506268659680312,0.7128929269088115
0.831156054072454,0.7269499520426568,0.6491045471723231,0.5904331725353629,0.5426993509578213,0.503332164940038,0.4698016684047121,0.440909717866763,0.4161272185394563,0.39403269064200724,0.3753987446093929,0.3602309290082442,0.35965196075312245,0.3640483419014952,0.36589557070945505,0.36540114771888915,0.36192219008061643,0.35555436648107847,0.34785221332424476,0.33961702947362155,0.6334561220339777,0.604353019425873,0.582420532910631,0.5678408310561089,0.5581380456121776,0.5525086199457592,0.5497508324464709,0.5489426210599594,0.5494318346456077,0.5506662850535881,0.7123819827623088
