F1@10,F1@30,F1@50,model,percision@10,recall@10,percision@30,recall@30,percision@50,recall@50,ndcg@10,ndcg@30,ndcg@50,ndcg@all,epochs,total_seconds
0.027625272748163652,0.06130751296619493,0.07773419887258061,topk,,,,,,,,,,,,
0.15887564330039433,0.18016277284793522,0.17283364903067025,sk-linear-regression,0.3923541247484917,0.109717832706869,0.22716297786720374,0.179890650812522,0.17207243460764587,0.21982025028368535,0.4811008007248921,0.42979468520642405,0.427216619991785,0.6220187286449648,,44.97313189506531
0.29541276916228,0.30202154937249415,0.2644832318319642,sk-lasso,0.6438631790744471,0.212615537042833,0.35345405767941057,0.31970707142984656,0.2504627766599601,0.3575975124076811,0.6978667848802657,0.6107045978543926,0.5971943988522663,0.7275014267078885,3000.0,463.3828830718994
0.08647289162002741,0.06187430912402472,0.04854892232166797,sk-omp,0.1929577464788729,0.06253558570236832,0.07176391683433968,0.06746331198347787,0.04498993963782664,0.06911200147517563,0.28012639404747997,0.2233315003667132,0.21267036266939704,0.42209594245508697,,12.359389305114746
0.26873771794651746,0.2774233149025438,0.2475916478313515,BPDN,0.5931589537223346,0.19292133709585518,0.3302481556002688,0.29060771292433535,0.2360965794768614,0.3327559408751016,0.6478269771954432,0.5716253500886945,0.5618212000773828,0.7093079223102594,600.0,844.796968460083
0.30071406421369273,0.30157536014090236,0.26231289049633,our-lasso,0.6641896907216494,0.21568145951449305,0.3531567010309278,0.3186376309531057,0.24691298969072162,0.35541156908714766,0.7388823499675197,0.6390654175304873,0.6217795622032298,0.766031450857901,3000.0,92.13414573669434
