F1@30,F1@50,F1@100,ndcg@30,ndcg@50,ndcg@100,ndcg@all,model
0.0453735459567186,0.06004373564245705,0.06979789420468993,0.027719057802396363,0.03585491926365855,0.05192251480686464,0.29586113983271345,topk
0.1675701707603095,0.15431267753019587,0.1277631498899623,0.5610508976458704,0.5746483198993351,0.6002707651225981,0.7032781096014572,sk-linear-regression
0.3959612628043449,0.3233915295561148,0.2190143715177109,0.8489545077874914,0.8497439477631277,0.8570365301336905,0.8943966204945382,sk-lasso
0.4086230176462313,0.33250885956295095,0.23414221983024325,0.8657716220754401,0.8653930175952178,0.875836642082176,0.9186438043909371,our-lasso
