F1@30,F1@50,F1@100,ndcg@30,ndcg@50,ndcg@100,ndcg@all,model
0.05608008891119528,0.07833099044999332,0.12115719023780458,0.05317822136863537,0.06269310270326593,0.08046013584169528,0.30740966685564985,topk
0.09316807830825355,0.10934482557453643,0.12978775409128765,0.6735810036372422,0.6590432048382038,0.648761570650161,0.7730607904837377,sk-linear-regression
0.13671764267492023,0.15672580627539012,0.1548764305538698,0.7705866483275219,0.7519939628536447,0.7257435426871568,0.8267955528937434,sk-lasso
0.14793226339352347,0.1676816135765761,0.18844552772902806,0.8081214715913249,0.7869530027503577,0.7688216143044171,0.8632513969378693,our-lasso
