F1@10,F1@30,F1@50,ndcg@10,ndcg@30,ndcg@50,ndcg@all,model
0.02745952111167467,0.06093966788839775,0.07726779367934514,0.02806885474781206,0.03771949992174143,0.04573042479786266,0.3141552158576379,topk
0.16652924164452257,0.19103877351225418,0.18755666769283932,0.5107283079657886,0.44713541281844,0.441989640795741,0.6479077645530023,sk-linear-regression
0.25617573419213163,0.2773958910817452,0.255557200142743,0.6245984313353888,0.552444334781297,0.5445376914015211,0.6827897789093178,sk-lasso
0.2770871343242902,0.30071074907842743,0.271550675876317,0.700566508386998,0.612159611391917,0.5956365284970482,0.7530254164941628,our-lasso
