F1@30,F1@50,F1@100,ndcg@30,ndcg@50,ndcg@100,ndcg@all,model
0.07616763041214657,0.09681107070560628,0.12200446283510115,0.038150712068245496,0.0467936190001865,0.06992349928747849,0.3353550975394616,topk
0.15970905549345338,0.16622768634159438,0.15859572270535646,0.30435419994135277,0.307655668546317,0.3355445434935774,0.5669315222838138,sk-linear-regression
0.2376612026661045,0.22474733276517106,0.1708557884781514,0.4261605468372146,0.42051114143500246,0.4245952272292971,0.5896338206400198,sk-lasso
0.2537601126364326,0.24161394950333803,0.20503053175450123,0.47828436561157855,0.468620692746548,0.4853801505409366,0.6697657583853688,our-lasso
