F1@10,F1@30,F1@50,model,percision@10,recall@10,percision@30,recall@30,percision@50,recall@50,ndcg@10,ndcg@30,ndcg@50,ndcg@all,epochs,total_seconds
0.027625272748163652,0.06130751296619493,0.07773419887258061,topk,,,,,,,,,,,,
0.15887564330039433,0.18016277284793522,0.17283364903067025,sk-linear-regression,0.3923541247484917,0.109717832706869,0.22716297786720374,0.179890650812522,0.17207243460764587,0.21982025028368535,0.4811008007248921,0.42979468520642405,0.427216619991785,0.6220187286449648,,45.04904794692993
0.2847487475313796,0.2976588098514437,0.2663402632025487,sk-lasso,0.6291750503018109,0.2036374658516192,0.3510395707578813,0.3121324407701448,0.25295774647887337,0.35716127596655267,0.6827808999256822,0.6005687172562667,0.591500349206881,0.7253254815813129,1000.0,176.51688265800476
0.08647289162002741,0.06187430912402472,0.04854892232166797,sk-omp,0.1929577464788729,0.06253558570236832,0.07176391683433968,0.06746331198347787,0.04498993963782664,0.06911200147517563,0.28012639404747997,0.2233315003667132,0.21267036266939704,0.42209594245508697,,12.999359846115112
0.25951669890648493,0.2699786943458126,0.2418726436652901,BPDN,0.57364185110664,0.1862451214478667,0.3228034875922205,0.2819670392576124,0.23162977867203235,0.3233065842201865,0.6264510949887205,0.5552897499703701,0.546929582470125,0.7008984557087772,200.0,280.49873781204224
0.302997209151915,0.30135923483016774,0.2636248854226349,our-lasso,0.6724391752577319,0.21696890547043268,0.353835738831615,0.31799126634926544,0.24871422680412372,0.3566664078051399,0.7413007844753368,0.6391096164171846,0.623101217501443,0.7663719272057199,1000.0,34.24041438102722
