F1@10,F1@30,F1@50,model,percision@10,recall@10,percision@30,recall@30,percision@50,recall@50,ndcg@10,ndcg@30,ndcg@50,ndcg@all
0.027625272748163652,0.06130751296619493,0.07773419887258061,topk,,,,,,,,,,
0.41189438216601254,0.31106751901464263,0.29177020256263186,sk-linear-regression,0.41189438216601254,0.41189438216601254,0.31106751901464263,0.31106751901464263,0.29177020256263186,0.29177020256263186,0.6755195526109676,0.590729072072225,0.5825368826523863,0.742461283214851
0.3595437705598674,0.2802323556225265,0.26755353597519776,sk-lasso,0.3595437705598674,0.3595437705598674,0.2802323556225265,0.2802323556225265,0.26755353597519776,0.26755353597519776,0.5557784839936394,0.5046288400001211,0.5035229752982864,0.6659831003230573
0.3653979432148444,0.23942110509288997,0.21796351194128818,sk-omp,0.3653979432148444,0.3653979432148444,0.23942110509288997,0.23942110509288997,0.21796351194128818,0.21796351194128818,0.5837509951810389,0.4742577624641118,0.45238429987256285,0.615825203194814
0.3713790680591489,0.3050312660707436,0.30350493481326,BPDN,0.3713790680591489,0.3713790680591489,0.3050312660707436,0.3050312660707436,0.30350493481326,0.30350493481326,0.6268876983055646,0.5568272234859968,0.5533737127742686,0.6999530126467295
0.6371996236295208,0.49575306845032074,0.46238982261154504,our-lasso,0.6371996236295208,0.6371996236295208,0.49575306845032074,0.49575306845032074,0.46238982261154504,0.46238982261154504,0.8753978287423123,0.7686470151825509,0.7487443709010847,0.8515327938224964
