[Word Dist] Precision v1@5,[Word Dist] Precision v1@10,[Word Dist] Precision v1@15,[Word Dist] Precision v1@20,[Word Dist] Precision v1@25,[Word Dist] Precision v1@30,[Word Dist] Precision v1@35,[Word Dist] Precision v1@40,[Word Dist] Precision v1@45,[Word Dist] Precision v1@50,[Word Dist] Precision v2@5,[Word Dist] Precision v2@10,[Word Dist] Precision v2@15,[Word Dist] Precision v2@20,[Word Dist] Precision v2@25,[Word Dist] Precision v2@30,[Word Dist] Precision v2@35,[Word Dist] Precision v2@40,[Word Dist] Precision v2@45,[Word Dist] Precision v2@50,[Word Dist] ndcg@5,[Word Dist] ndcg@10,[Word Dist] ndcg@15,[Word Dist] ndcg@20,[Word Dist] ndcg@25,[Word Dist] ndcg@30,[Word Dist] ndcg@35,[Word Dist] ndcg@40,[Word Dist] ndcg@45,[Word Dist] ndcg@50,[Word Dist] ndcg@all
0.1495350529899413,0.1344241798883344,0.12275870907012486,0.1154148813353076,0.11025393066743924,0.10486409635694753,0.10074852170350726,0.09782725554998851,0.09527698613287554,0.09280400285137569,0.035336195315382256,0.04514485072992071,0.050524562373437595,0.054966917781103325,0.05954577723446066,0.06256259319896094,0.0659334788042972,0.06856893904730997,0.07034454294860107,0.07157367455888972,0.1523954496746923,0.14022621394898502,0.13120937256278398,0.12532899015515148,0.12142738300203765,0.1179211584475419,0.11582794564860062,0.1150904748221068,0.11512993824520336,0.11565049331587271,0.43296597827657607
0.16346566797166168,0.1441165968983598,0.13309490445665537,0.12505812109987624,0.11914162620774155,0.11452969152464375,0.10969242130610053,0.1060421161609402,0.10280758596541033,0.10002503224324771,0.03889485069274774,0.04961552308440656,0.056914643640330165,0.062026109630361904,0.06673819499785807,0.07092275093969101,0.07393726029397336,0.07636355643876121,0.077797651482754,0.07873390284027153,0.1680853944111919,0.15234589846125232,0.1433532970433839,0.13696493582536223,0.13255812975981718,0.1297479976176448,0.12749909189062056,0.12662423782594215,0.12660585559680737,0.1272653962601408,0.4465827054220208
0.17635908825203073,0.14851573976196444,0.13553887220347388,0.12643061829291188,0.12000357234938462,0.11400513200672911,0.10945483728795605,0.10592811377199422,0.10250755404262073,0.09942238579620108,0.04477825553791973,0.05513233321922723,0.06112303690337316,0.06565629577368114,0.06885192841451311,0.07121781547565828,0.07427703138328928,0.07668320970537837,0.07776387258085059,0.07854434657570118,0.17976243061697023,0.15876412043116123,0.14803213247221939,0.14062519381102576,0.13560442156418198,0.13162400570294375,0.12945494026968918,0.1286417893074101,0.12841488459335376,0.12885421239511138,0.4514952543723225
0.17510729986582702,0.15113555265854356,0.13819743267584256,0.12984621112310835,0.1243383360650918,0.11788269618422177,0.11286021289395672,0.10869098939161444,0.10617549279344951,0.10315271532522763,0.045547211410821506,0.05467632469269467,0.062136389698849215,0.06668008005350444,0.07108011183053127,0.07394194495844227,0.07683170140748884,0.07902360629178423,0.08098474379964653,0.08196709317838685,0.17894231301008887,0.16036398232366905,0.1499154811061503,0.14299300629565645,0.13862549296136578,0.13447824887963325,0.13204893850333702,0.13086090815681245,0.13141647902169454,0.13194731680492475,0.4510509829664435
0.17898784289256442,0.15204757044307662,0.13893658373616796,0.1303603389168502,0.12355507489757477,0.11852349224200576,0.11334559996112734,0.10910676143136147,0.10551780711683592,0.1022406982122061,0.044349071094086756,0.05465844177237268,0.06086671849624793,0.06606759763294791,0.06947424659273656,0.07334287479008217,0.07646127464049876,0.07850724429915391,0.07977865594778961,0.08059370244329579,0.18170123814321382,0.16142459623035954,0.15080953486935264,0.14378949448210487,0.13859450116817532,0.13534965575572758,0.1327805347388906,0.13150457351952152,0.13127437767936437,0.13163569480052834,0.45048444631785284
0.1695994309553389,0.14460837143940988,0.13302337437420444,0.12418186915598714,0.11778611910445495,0.11238078747440305,0.10814940038860611,0.10444832164714264,0.10079081626728881,0.09768955289614047,0.04449213256204077,0.05362124570401569,0.05929304157331778,0.06346566640959789,0.06757868125299271,0.07117608893071121,0.07371500388683168,0.07585837060481694,0.07660745885303093,0.07714234378844372,0.17371793391878512,0.1544871264708912,0.1447659836594383,0.13753381886323635,0.13253323239765966,0.12890767262920802,0.12682055474095077,0.12575885570356263,0.12531152465120918,0.12553425780757302,0.4476233628686406
0.16691702800950778,0.1441970694122652,0.13058536769942153,0.12200018111216664,0.1149391954516904,0.10939139871190545,0.10465716717708776,0.10162956246810409,0.09804880387217701,0.09517882409397625,0.04189914263896804,0.053111589267897885,0.058279689209527724,0.06286212562907151,0.06589770878269437,0.068887104755947,0.0715256518656348,0.073701270931908,0.07453306692416575,0.07519313039921639,0.1696611123695138,0.15236636930716907,0.14169047921576214,0.13474608305441976,0.12942806885541763,0.12570794566250665,0.1232277304093981,0.12252363474647886,0.12203819714006948,0.12235382308008333,0.44445402363850833
0.18258226352699836,0.1571262544220865,0.14315689821995378,0.13435712004232303,0.12688125524462038,0.12092573403544692,0.11569078675922918,0.11175116432966592,0.10811477157691006,0.10485157071584796,0.04563662459346358,0.05749284815994519,0.06537911751559364,0.06989002255363141,0.07409870986678825,0.07711612264517807,0.07994328958857724,0.0815830663997728,0.08276307785907529,0.08336194281670158,0.18622781686452836,0.16672233349839505,0.15558355397548798,0.1484203442707338,0.14282822484238464,0.13907484487978175,0.13659063199047367,0.1356760298617408,0.1356166363274079,0.13617735017139002,0.456122913329898
0.181491419672966,0.15400572501666557,0.1420541323177804,0.13264038148356097,0.12536837904046533,0.11930138956707434,0.11426272654162456,0.11019984125899143,0.10642982466154344,0.10326537605007319,0.047335480299854224,0.05760014416298193,0.06347759110781129,0.06778880651608557,0.07102646383700709,0.07438901221867283,0.0776670786028512,0.07956232226457718,0.08082379982706815,0.08179720777362713,0.18661560515509398,0.1652001917618027,0.15496180756537187,0.1471874991455815,0.14159049763636017,0.13755400856165415,0.1349716005535085,0.13376559795164245,0.13333917954385024,0.1337999649697619,0.45143898861091025
0.1761266128699667,0.1504202466538024,0.13737482903725087,0.12811606070386494,0.12196351552597955,0.11630305855698851,0.1114270422335858,0.10748390773463147,0.10368781193067587,0.10054005426654489,0.043580115417042514,0.05386266185274516,0.060419651108110414,0.06481133885841513,0.06953147120869722,0.07266035210740925,0.07586859088279146,0.07791040927299614,0.07888650806229001,0.07962446068233686,0.18000233646626124,0.16019767513218866,0.14949542509447863,0.14202259308278817,0.13724797295782187,0.1335541555106384,0.13106535074536893,0.1299520727774616,0.12948689523428805,0.12982868726161417,0.45071513202569
