[Recon] Precision v1@5,[Recon] Precision v1@10,[Recon] Precision v1@15,[Recon] Precision v1@20,[Recon] Precision v1@25,[Recon] Precision v1@30,[Recon] Precision v1@35,[Recon] Precision v1@40,[Recon] Precision v1@45,[Recon] Precision v1@50,[Recon] Precision v2@5,[Recon] Precision v2@10,[Recon] Precision v2@15,[Recon] Precision v2@20,[Recon] Precision v2@25,[Recon] Precision v2@30,[Recon] Precision v2@35,[Recon] Precision v2@40,[Recon] Precision v2@45,[Recon] Precision v2@50,[Recon] ndcg@5,[Recon] ndcg@10,[Recon] ndcg@15,[Recon] ndcg@20,[Recon] ndcg@25,[Recon] ndcg@30,[Recon] ndcg@35,[Recon] ndcg@40,[Recon] ndcg@45,[Recon] ndcg@50,[Recon] ndcg@all
0.8809728144064481,0.7549892807211487,0.6513531578968523,0.5739359863326273,0.5138089956132128,0.46609444372643727,0.4278612418236139,0.39654864824892627,0.3697325642272638,0.3474195174904852,0.18358369360282187,0.28516631301636347,0.3304959628331303,0.34978094351649797,0.3552503471978233,0.35268838415841686,0.3456851730019238,0.3361476267100404,0.32411978422572174,0.31214949124104985,0.8621043918470457,0.7828358593416828,0.7137178643066996,0.6647845524575066,0.631694249840765,0.6105412889447847,0.5983979796647002,0.5920281343705665,0.5894535370650721,0.5899098315975697,0.7970809046290975
0.9145028560458335,0.804211385771952,0.7075465342005947,0.6262875667457417,0.5612911101062922,0.5086314068075924,0.4662911419960562,0.43070905671610854,0.4007808883302713,0.3749874712571566,0.22618026084910134,0.3228898489679901,0.36779329359787216,0.38548373370211525,0.39014304963304247,0.3859948954612912,0.3771280514579986,0.36542829871177673,0.35148427491535955,0.33724963281287657,0.8868811478430622,0.8210738935695697,0.7589907229202499,0.7097250271764436,0.6750185778724277,0.651981179550482,0.6382212521180575,0.6302090944650347,0.6265589129259658,0.6254959561794101,0.8158949613571167
0.930454214499232,0.8248837738589667,0.72794472250304,0.6471700789846576,0.5820707985771573,0.5293634068300795,0.485262120742143,0.4485045684253709,0.41735615520518227,0.3906026370023965,0.232868386152732,0.32874642824154554,0.3753278699299808,0.3946843772742881,0.400343334725998,0.3982177142677389,0.38937769414529266,0.37730687485744,0.36364450244944496,0.3490987033803064,0.9005770417242092,0.8386666516377691,0.7768705093297835,0.7281899475232726,0.6937135442643718,0.670952787215106,0.6562655903239107,0.6477028021484997,0.6436017547042585,0.6422173119921541,0.8237560248170288
0.9369813943113892,0.833109815744883,0.7376848241801938,0.6580069878582279,0.5928504844336039,0.5389366062925609,0.49416770021802875,0.4567954289555038,0.42456089145635845,0.3971208753503955,0.24411659933978397,0.33737482763666965,0.38456129797538463,0.4048864531926331,0.41038625421953817,0.4074272986645351,0.39806101723801934,0.38526914163208825,0.370529335711647,0.3557582168875846,0.9059854561678842,0.8453117527163592,0.7850019033886332,0.7374343424395942,0.7033208316999444,0.6801227699533553,0.6653016184020963,0.6565103924837236,0.6516569269573228,0.6498467495001437,0.8273931772412149
0.9421316083408732,0.8407636036688678,0.7471566957465569,0.6685890683288738,0.6021602147382727,0.5473802156202783,0.5025878936180229,0.4651354702245524,0.43267367300557474,0.4048390435814346,0.24265021763646039,0.339449218926,0.38917503246933605,0.4103809097549946,0.41549712636951724,0.41293814637630283,0.40343348649949984,0.3912084300886408,0.3765478566480808,0.36112660054485174,0.9098370361737427,0.8514781737532227,0.7926902343786837,0.7460821079082244,0.7112275318526403,0.6875257371832885,0.6727504745573445,0.6641241529468814,0.6591807112673321,0.6573056455845485,0.8303452113667271
0.9442954137601566,0.8426234057021244,0.7500179223236608,0.6709451112624402,0.6052288855605883,0.5507123566236619,0.505921738981689,0.4677128117739387,0.435433566442375,0.40789877409075465,0.24812232066633363,0.34190808837761694,0.39117789434772704,0.41372049942037065,0.41866951464583435,0.4157099636839183,0.40648376366099576,0.3931554081358111,0.3787752461535736,0.3638197335818295,0.9119391326228948,0.8532614193760786,0.7951348042795074,0.7483300254580288,0.7140531002707747,0.690584749622918,0.6758954067086969,0.6666558645825529,0.6620875264442018,0.6604102629960351,0.8315517541676631
0.9472460595834921,0.8509209721385154,0.7580234045122826,0.678120542493501,0.6122460509830279,0.5582856771260372,0.5124642471642965,0.4741148154367193,0.4408540092568541,0.4126966987045026,0.24105865876050467,0.3434907075161586,0.3941285376129232,0.41591113076701186,0.42208510841934466,0.4196799229910445,0.41023657339836905,0.3975970215551843,0.38221269500613725,0.36700642799614835,0.9130355234821467,0.8586889318642187,0.8009424155873802,0.7539564519481086,0.7198331010699783,0.6969894140063437,0.6817960416810195,0.672597826038819,0.6673703382966856,0.665279493567258,0.8337628355353687
0.9425607927367411,0.8447156796639569,0.7550489158077813,0.6760908546877521,0.6112589252864854,0.5573885626291513,0.5120452807440778,0.4737705732875627,0.44075466059308194,0.41256078937022983,0.23839413729604222,0.3426055136284603,0.39270388402140705,0.41569653665047346,0.4224534917287049,0.41972462826532353,0.4103770817554048,0.3976819632902677,0.3826855937810415,0.3672281733909902,0.9112161065375856,0.8550525632539021,0.7989350859187704,0.7524199398802074,0.7188862702877225,0.6959990140194545,0.6810879315941119,0.6720619938404263,0.666998790057432,0.664959918787551,0.8329869536882818
0.9431866880650173,0.8436963673313288,0.7519969390185606,0.6735872792583678,0.6101501981843694,0.5563722282264366,0.5112405603535697,0.47320279722050024,0.44078843967085746,0.4132617902602249,0.23982475298284972,0.3381437815310106,0.3889246740310489,0.4124597713926831,0.42005363541611274,0.4176800428797759,0.40925047159706573,0.3970113637109683,0.38216302310448347,0.3676198041746033,0.9116435654685221,0.854236070434423,0.7967070993435741,0.7503493425672146,0.7176222563301545,0.6948529446073868,0.680067992261551,0.6710918333397403,0.6665237464106646,0.6650362521282082,0.8330199976847407
0.9442417672775334,0.8465128865876423,0.755293317107172,0.6773381711587374,0.6125965494454675,0.5585598729454908,0.5140711370967489,0.4759187324875926,0.4435225040871698,0.41570814343992735,0.2408440663067568,0.3423015071726664,0.3919349276968338,0.4162911386448938,0.42290413571529634,0.420875082967619,0.4122087796870219,0.3995864721326869,0.3850282252858125,0.37006436691263717,0.9122154912211864,0.8561453778344674,0.7990774476477005,0.7531799364499268,0.7196823619465971,0.6967807604007966,0.6824641762373274,0.6735767044222918,0.6690568877903689,0.6673785054120894,0.8343237495217712
