F1@30,F1@40,F1@50,F1@60,F1@70,model,percision@30,recall@30,percision@40,recall@40,percision@50,recall@50,percision@60,recall@60,percision@70,recall@70,ndcg@30,ndcg@40,ndcg@50,ndcg@60,ndcg@70,ndcg@all
0.0633841266712478,0.06963935541498617,0.08011257129278863,0.08557841354049739,0.08934422266960448,topk,,,,,,,,,,,,,,,,
0.2743333333333335,0.2509999999999999,0.22999999999999995,0.2131666666666667,0.19799999999999984,sk-linear-regression,0.2743333333333335,0.2743333333333335,0.2509999999999999,0.2509999999999999,0.22999999999999995,0.22999999999999995,0.2131666666666667,0.2131666666666667,0.19799999999999984,0.19799999999999984,0.5699076115330424,0.5645346105541666,0.5635687264933822,0.5665486452371763,0.5700153910286688,0.7331036543288403
0.2523333333333333,0.21899999999999992,0.19519999999999998,0.17649999999999996,0.16185714285714262,sk-lasso,0.2523333333333333,0.2523333333333333,0.21899999999999992,0.21899999999999992,0.19519999999999998,0.19519999999999998,0.17649999999999996,0.17649999999999996,0.16185714285714262,0.16185714285714262,0.5377801969309509,0.529335119254319,0.5280328572613555,0.5284372070870842,0.5309211345156103,0.7031128418276544
,,,,,sk-lasso,,,,,,,,,,,,,,,,
,,,,,sk-lasso,,,,,,,,,,,,,,,,
0.22266666666666668,0.23850000000000002,0.2583999999999999,0.2828333333333333,0.3451428571428574,sk-omp,0.22266666666666668,0.22266666666666668,0.23850000000000002,0.23850000000000002,0.2583999999999999,0.2583999999999999,0.2828333333333333,0.2828333333333333,0.3451428571428574,0.3451428571428574,0.452267571389957,0.436883791029291,0.4287799709056811,0.42433547624603174,0.42197048995124165,0.6032314615311908
0.5253333333333332,0.46175000000000005,0.40679999999999994,0.36800000000000005,0.3374285714285714,BPDN,0.5253333333333332,0.5253333333333332,0.46175000000000005,0.46175000000000005,0.4068,0.4068,0.36800000000000005,0.36800000000000005,0.3374285714285714,0.3374285714285714,0.8039040189355934,0.7889349744684173,0.7812083967491594,0.7799125950458138,0.7810695195991417,0.8755315243887574
0.7086666666666668,0.6901231671554249,0.674182637441798,0.662673724349129,0.6569329978408028,our-lasso,0.7086666666666668,0.7086666666666668,0.6901231671554249,0.6901231671554249,0.6741826374417981,0.6741826374417981,0.662673724349129,0.662673724349129,0.6569329978408028,0.6569329978408028,0.8772540829938588,0.8563374641942777,0.8448000664636605,0.8393196427651826,0.8361415379715169,0.9104141571578617
